symbol,company_name,sector,market_cap,market_cap_class,current_price,beta,volatility_30d,volatility_90d,open,high,low,close,volume,return_1m,return_3m,return_6m,return_1y,return_3y,dividend_yield,risk_bucket,last_updated,ticker,ticker_yf
ABFRL.NS,Aditya Birla Fashion and Retail Limited,Retail,92894076928,Small Cap,76.38,-0.4,34.08,37.15,74.05,78.95,73.79,76.38,18438997,-2.16,-15.02,5.4,-74.56,-62.3,0.0,High,2025-12-17 18:19:44,ABFRL,ABFRL.NS
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Others,186227671040,Small Cap,1281.4,0.623,55.99,41.95,1237.0,1290.0,1212.9,1281.4,4793317,8.85,36.13,53.7,16.17,219.42,53.0,Medium,2025-12-17 18:19:44,KIRLOSENG,KIRLOSENG.NS
CERA.NS,Cera Sanitaryware Limited,Consumer Durables,70032949248,Small Cap,5431.0,-0.325,21.84,18.46,5379.0,5520.0,5329.5,5431.0,51382,-3.89,-14.44,-20.11,-29.03,-26.83,121.0,Medium,2025-12-17 18:19:45,CERA,CERA.NS
CHOICEIN.NS,Choice International Limited,Others,171705548800,Small Cap,770.3,-0.741,31.43,25.94,758.0,774.0,755.0,770.3,454521,-3.68,-6.09,11.63,36.63,311.05,0.0,Low,2025-12-17 18:19:46,CHOICEIN,CHOICEIN.NS
ONESOURCE.NS,,Others,185421119488,Small Cap,1618.0,1.0,32.11,24.87,1596.7,1624.9,1587.4,1618.0,93850,-5.01,-13.01,-23.36,19.96,19.96,0.0,Medium,2025-12-17 18:19:46,ONESOURCE,ONESOURCE.NS
AGARWALEYE.NS,,Pharma,157586243584,Small Cap,497.95,1.0,26.65,32.95,490.6,500.85,489.65,497.95,55596,-0.74,12.14,22.08,22.69,22.69,0.0,Low,2025-12-17 18:19:47,AGARWALEYE,AGARWALEYE.NS
CUB.NS,City Union Bank Limited,Others,204188336128,Small Cap,275.15,0.267,36.64,35.2,270.85,276.5,269.4,275.15,1566438,0.29,32.61,44.97,48.57,128.78,74.0,Low,2025-12-17 18:19:47,CUB,CUB.NS
INDGN.NS,,Others,127466110976,Small Cap,530.8,1.0,15.04,20.02,524.0,532.4,523.0,530.8,144290,3.13,-9.41,-7.47,-8.82,-6.56,38.0,Medium,2025-12-17 18:19:48,INDGN,INDGN.NS
CENTURYPLY.NS,Century Plyboards (India) Limited,Consumer Durables,187020197888,Small Cap,840.95,0.309,30.09,25.83,823.0,845.0,823.0,840.95,46934,8.09,4.41,12.79,2.17,46.87,12.0,Low,2025-12-17 18:19:48,CENTURYPLY,CENTURYPLY.NS
ACMESOLAR.NS,,Energy,142409416704,Small Cap,235.01,1.0,28.93,33.5,233.29,236.0,228.9,235.01,1027351,-3.25,-22.66,-4.39,-1.8,-1.8,17.0,Medium,2025-12-17 18:19:49,ACMESOLAR,ACMESOLAR.NS
BBTC.NS,The Bombay Burmah Trading Corporation Limited,Others,132271661056,Small Cap,1890.0,0.547,40.86,32.62,1865.1,1899.7,1865.1,1890.0,56329,-4.26,-3.31,0.26,-20.64,101.49,98.0,Medium,2025-12-17 18:19:50,BBTC,BBTC.NS
VGUARD.NS,V-Guard Industries Limited,Consumer Durables,143897821184,Small Cap,330.0,0.085,15.64,19.78,326.8,330.9,324.1,330.0,206293,-5.28,-10.8,-10.37,-23.77,32.22,46.0,Low,2025-12-17 18:19:50,VGUARD,VGUARD.NS
EMCURE.NS,,Pharma,263855308800,Mid Cap,1391.9,1.0,32.58,30.08,1376.0,1400.0,1376.0,1391.9,75127,1.59,2.32,4.97,3.66,-0.28,22.0,Medium,2025-12-17 18:19:51,EMCURE,EMCURE.NS
CCL.NS,CCL Products (India) Limited,Others,132592517120,Small Cap,994.5,-0.054,48.94,35.01,982.2,1008.4,979.5,994.5,238621,-3.7,13.08,25.66,30.49,58.85,51.0,Medium,2025-12-17 18:19:52,CCL,CCL.NS
PETRONET.NS,Petronet LNG Limited,Energy,403264077824,Mid Cap,268.65,0.232,20.02,20.39,264.85,269.4,264.85,268.65,1442487,-2.04,-1.46,-4.38,-17.41,35.17,378.0,Low,2025-12-17 18:19:52,PETRONET,PETRONET.NS
AIAENG.NS,AIA Engineering Limited,Others,356110532608,Mid Cap,3816.0,0.153,38.45,27.66,3755.0,3827.6,3720.0,3816.0,32454,2.21,21.66,14.17,9.6,26.4,43.0,Low,2025-12-17 18:19:53,AIAENG,AIAENG.NS
BALKRISIND.NS,Balkrishna Industries Limited,Automobile,463303966720,Mid Cap,2396.6,0.301,25.35,22.72,2373.0,2418.8,2370.0,2396.6,98368,3.41,-4.3,0.17,-15.81,6.62,67.0,Low,2025-12-17 18:19:54,BALKRISIND,BALKRISIND.NS
BSOFT.NS,Birlasoft Limited,IT,120280137728,Small Cap,431.85,0.509,31.22,29.05,427.0,437.7,425.15,431.85,1199162,10.36,11.94,6.04,-27.45,29.0,153.0,Medium,2025-12-17 18:19:54,BSOFT,BSOFT.NS
GRANULES.NS,Granules India Limited,Pharma,140675055616,Small Cap,579.7,-0.1,26.49,26.39,574.05,582.0,567.75,579.7,1776579,4.65,6.73,21.06,-0.45,104.14,26.0,Medium,2025-12-17 18:19:55,GRANULES,GRANULES.NS
CANFINHOME.NS,Can Fin Homes Limited,Financial Services,123047723008,Small Cap,924.1,0.403,18.95,22.31,920.0,928.0,915.0,924.1,116811,3.8,19.25,19.82,16.1,30.45,153.0,Low,2025-12-17 18:19:56,CANFINHOME,CANFINHOME.NS
INDIAMART.NS,IndiaMART InterMESH Limited,Others,134403719168,Small Cap,2237.0,0.447,18.29,19.87,2239.0,2269.2,2205.0,2237.0,164400,-7.31,-11.34,-8.39,-3.96,-19.24,135.0,Medium,2025-12-17 18:19:56,INDIAMART,INDIAMART.NS
PFIZER.NS,Pfizer Limited,Pharma,231414906880,Small Cap,5058.5,0.122,12.1,23.95,5021.2,5078.0,4995.2,5058.5,12860,1.13,-2.58,-8.1,4.14,37.34,70.0,Low,2025-12-17 18:19:57,PFIZER,PFIZER.NS
SKFINDIA.NS,SKF India Limited,Financial Services,89087213568,Small Cap,1802.0,0.132,19.92,93.98,1798.3,1809.8,1785.0,1802.0,89022,-8.79,-62.4,-60.48,-62.73,-58.45,81.0,Medium,2025-12-17 18:19:58,SKFINDIA,SKFINDIA.NS
TRIVENI.NS,Triveni Engineering & Industries Limited,Others,82327527424,Small Cap,376.1,0.306,37.15,28.71,372.1,378.95,369.65,376.1,547171,3.2,4.76,-3.42,-16.71,41.38,67.0,Medium,2025-12-17 18:19:58,TRIVENI,TRIVENI.NS
ABLBL.NS,,Others,154736246784,Small Cap,127.23,1.0,28.83,33.16,127.4,128.19,125.95,127.23,1324596,-7.34,-10.5,-22.09,-22.09,-22.09,0.0,Low,2025-12-17 18:19:59,ABLBL,ABLBL.NS
ERIS.NS,Eris Lifesciences Limited,Pharma,213138571264,Small Cap,1564.7,-0.085,42.71,28.14,1551.5,1574.9,1548.0,1564.7,51132,-2.87,-4.36,-9.86,10.68,146.57,94.0,Medium,2025-12-17 18:20:00,ERIS,ERIS.NS
RHIM.NS,RHI Magnesita India Limited,Others,91160076288,Small Cap,441.0,0.14,25.36,30.2,437.0,444.6,434.05,441.0,108671,-8.33,-8.53,-9.26,-19.86,-32.52,57.0,Medium,2025-12-17 18:20:00,RHIM,RHIM.NS
SUNDARMFIN.NS,Sundaram Finance Limited,Financial Services,528923361280,Mid Cap,4799.1,0.076,21.26,30.05,4769.0,4819.9,4754.0,4799.1,25869,1.81,4.63,1.64,9.17,94.51,73.0,Medium,2025-12-17 18:20:01,SUNDARMFIN,SUNDARMFIN.NS
ASAHIINDIA.NS,Asahi India Glass Limited,Automobile,253321166848,Mid Cap,993.7,0.222,33.39,32.77,991.9,1009.6,990.1,993.7,67341,0.64,10.25,29.14,30.37,120.0,20.0,Medium,2025-12-17 18:20:02,ASAHIINDIA,ASAHIINDIA.NS
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,FMCG,421827248128,Mid Cap,12995.0,0.177,14.35,16.79,12934.0,13050.0,12800.0,12995.0,4806,0.7,-2.68,-2.83,-16.51,-1.83,100.0,Low,2025-12-17 18:20:03,PGHH,PGHH.NS
ENDURANCE.NS,Endurance Technologies Limited,Automobile,368663232512,Mid Cap,2620.9,0.705,34.76,31.35,2600.0,2636.0,2567.0,2620.9,53176,-4.23,-9.99,8.95,15.07,76.42,38.0,Medium,2025-12-17 18:20:04,ENDURANCE,ENDURANCE.NS
HEXT.NS,Hexaware Technologies Limited,Others,465920786432,Mid Cap,765.05,1.0,37.66,37.28,758.0,773.8,752.55,765.05,275785,4.59,2.23,-7.31,6.15,6.15,302.0,Low,2025-12-17 18:20:04,HEXT,HEXT.NS
DEEPAKNTR.NS,Deepak Nitrite Limited,Chemicals,218370899968,Small Cap,1600.3,0.055,21.02,18.17,1602.0,1605.5,1576.0,1600.3,91852,-6.49,-11.82,-14.5,-40.31,-22.5,47.0,Medium,2025-12-17 18:20:05,DEEPAKNTR,DEEPAKNTR.NS
JYOTHYLAB.NS,Jyothy Labs Limited,FMCG,105574170624,Small Cap,287.5,0.257,15.18,16.57,284.85,289.2,282.4,287.5,153501,-6.72,-11.52,-12.0,-29.07,42.02,123.0,Medium,2025-12-17 18:20:06,JYOTHYLAB,JYOTHYLAB.NS
INTELLECT.NS,Intellect Design Arena Limited,IT,141527973888,Small Cap,1022.8,0.614,35.13,42.73,1028.1,1029.5,1015.8,1022.8,102542,-10.5,-1.66,-9.9,22.89,73.97,39.0,Medium,2025-12-17 18:20:06,INTELLECT,INTELLECT.NS
ENGINERSIN.NS,Engineers India Limited,Others,109204832256,Small Cap,194.3,0.746,33.71,27.68,193.98,195.35,192.18,194.3,986117,-3.31,-5.86,-8.21,-0.89,88.99,155.0,Medium,2025-12-17 18:20:07,ENGINERSIN,ENGINERSIN.NS
AKUMS.NS,,Pharma,64474951680,Small Cap,420.6,1.0,31.01,25.77,420.75,422.45,417.55,420.6,55608,-1.01,-11.45,-25.11,-28.35,-49.66,0.0,Medium,2025-12-17 18:20:07,AKUMS,AKUMS.NS
JPPOWER.NS,Jaiprakash Power Ventures Limited,Energy,122884440064,Small Cap,17.92,0.134,58.23,41.58,17.91,18.12,17.75,17.92,25407709,-11.59,-4.83,5.35,-6.42,198.67,0.0,High,2025-12-17 18:20:08,JPPOWER,JPPOWER.NS
VTL.NS,Vardhman Textiles Limited,Textiles,129863057408,Small Cap,449.0,-0.067,24.46,39.07,450.0,452.5,439.7,449.0,138388,-2.53,3.05,-0.23,-18.58,36.4,112.0,Medium,2025-12-17 18:20:09,VTL,VTL.NS
LATENTVIEW.NS,Latent View Analytics Limited,Others,100451729408,Small Cap,485.45,0.269,55.17,38.63,484.3,501.5,482.0,485.45,1004342,-1.78,13.44,21.36,-3.18,44.57,0.0,Medium,2025-12-17 18:20:09,LATENTVIEW,LATENTVIEW.NS
APLLTD.NS,Alembic Pharmaceuticals Limited,Others,166508609536,Small Cap,847.1,0.424,25.96,23.67,847.15,852.8,840.1,847.1,27649,-6.53,-11.52,-8.21,-18.86,58.12,130.0,Medium,2025-12-17 18:20:10,APLLTD,APLLTD.NS
GODREJIND.NS,Godrej Industries Limited,Others,341082243072,Mid Cap,1012.7,0.265,21.29,27.49,1011.4,1019.9,1003.1,1012.7,35534,-4.49,-16.8,-24.23,-8.04,110.43,0.0,Medium,2025-12-17 18:20:11,GODREJIND,GODREJIND.NS
J&KBANK.NS,Jammu and Kashmir Bank Limited,Banking,110547705856,Small Cap,100.39,0.321,24.15,24.61,100.06,101.38,99.24,100.39,3337831,-7.79,-3.99,-0.28,0.17,78.73,215.0,Medium,2025-12-17 18:20:13,J&KBANK,J&KBANK.NS
MEDANTA.NS,Global Health Limited,Pharma,306972000256,Mid Cap,1142.7,-0.342,27.24,28.61,1147.2,1152.8,1130.3,1142.7,131462,-4.7,-17.05,-2.44,2.56,94.69,4.0,Medium,2025-12-17 18:20:14,MEDANTA,MEDANTA.NS
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Others,551066664960,Mid Cap,865.05,0.355,30.77,28.66,867.0,869.6,861.1,865.05,691132,-2.04,4.17,20.45,12.85,284.62,207.0,Medium,2025-12-17 18:20:15,NAM-INDIA,NAM-INDIA.NS
NAVA.NS,Nava Limited,Others,161597423616,Small Cap,570.75,0.281,40.08,37.96,569.95,572.5,562.7,570.75,143256,6.51,-19.69,6.24,14.1,382.96,158.0,High,2025-12-17 18:20:16,NAVA,NAVA.NS
NLCINDIA.NS,NLC India Limited,Energy,335486386176,Mid Cap,241.79,0.5,19.99,26.88,241.4,243.66,238.41,241.79,826404,-4.03,-5.05,9.5,-5.45,171.78,125.0,Medium,2025-12-17 18:20:17,NLCINDIA,NLCINDIA.NS
MAHABANK.NS,Bank of Maharashtra,Banking,436418838528,Mid Cap,56.74,0.649,25.92,28.83,56.54,57.0,56.43,56.74,9771720,-7.2,-0.91,5.66,3.97,89.53,265.0,Medium,2025-12-17 18:20:18,MAHABANK,MAHABANK.NS
GUJGASLTD.NS,Gujarat Gas Limited,Energy,265778675712,Mid Cap,385.6,0.087,16.84,18.48,388.0,392.8,384.0,385.6,415250,-4.2,-12.65,-15.77,-23.13,-18.11,151.0,Medium,2025-12-17 18:20:18,GUJGASLTD,GUJGASLTD.NS
POLYMED.NS,Poly Medicure Limited,Pharma,187312340992,Small Cap,1848.0,0.026,40.39,35.62,1859.9,1859.9,1844.0,1848.0,28939,-2.39,-10.53,-9.78,-35.04,91.54,19.0,Medium,2025-12-17 18:20:19,POLYMED,POLYMED.NS
VIJAYA.NS,Vijaya Diagnostic Centre Limited,Others,100480401408,Small Cap,978.15,-0.128,33.89,25.5,986.0,986.0,968.0,978.15,64490,-2.63,-6.43,4.04,-7.47,157.88,20.0,Medium,2025-12-17 18:20:19,VIJAYA,VIJAYA.NS
BERGEPAINT.NS,Berger Paints India Limited,Chemicals,628300709888,Mid Cap,538.9,0.439,22.37,21.11,540.05,542.5,534.2,538.9,128081,-8.5,0.66,-0.36,13.62,0.88,70.0,Low,2025-12-17 18:20:21,BERGEPAINT,BERGEPAINT.NS
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Pharma,437508046848,Mid Cap,2582.6,-0.013,18.8,22.73,2585.0,2589.7,2562.0,2582.6,65794,2.52,-6.27,-19.27,14.82,95.67,162.0,Medium,2025-12-17 18:20:22,GLAXO,GLAXO.NS
ZEEL.NS,Zee Entertainment Enterprises Limited,Media,88934490112,Small Cap,92.59,0.305,27.41,25.07,92.9,94.2,92.41,92.59,6559430,-6.48,-19.93,-25.91,-30.33,-50.75,262.0,High,2025-12-17 18:20:22,ZEEL,ZEEL.NS
LLOYDSME.NS,Lloyds Metals and Energy Limited,Others,692627177472,Mid Cap,1305.4,0.126,26.62,26.58,1317.6,1319.0,1280.2,1305.4,435183,3.21,-2.11,-11.05,13.72,117.0,8.0,Medium,2025-12-17 18:20:23,LLOYDSME,LLOYDSME.NS
AJANTPHARM.NS,Ajanta Pharma Limited,Pharma,324984864768,Mid Cap,2600.3,0.202,18.08,19.98,2596.2,2607.0,2575.9,2600.3,31689,3.28,2.68,1.86,-6.34,107.33,216.0,Low,2025-12-17 18:20:24,AJANTPHARM,AJANTPHARM.NS
KIRLOSBROS.NS,Kirloskar Brothers Limited,Others,130868617216,Small Cap,1646.2,-0.028,37.63,29.1,1654.2,1659.5,1627.0,1646.2,208862,-6.04,-20.65,-8.46,-27.64,185.18,42.0,High,2025-12-17 18:20:24,KIRLOSBROS,KIRLOSBROS.NS
CRISIL.NS,CRISIL Limited,Others,322356117504,Mid Cap,4406.0,-0.092,20.45,23.69,4460.0,4460.0,4383.0,4406.0,30140,-4.99,-13.09,-20.96,-23.29,18.7,144.0,Medium,2025-12-17 18:20:25,CRISIL,CRISIL.NS
USHAMART.NS,Usha Martin Limited,Others,138601299968,Small Cap,455.1,0.308,36.46,36.59,458.6,458.6,452.4,455.1,196205,1.38,9.44,47.5,19.15,99.7,66.0,Medium,2025-12-17 18:20:26,USHAMART,USHAMART.NS
MAPMYINDIA.NS,C. E. Info Systems Limited,Others,89299542016,Small Cap,1630.7,0.084,23.63,26.1,1632.0,1646.5,1625.0,1630.7,19436,-3.77,-1.16,-6.2,-6.18,48.93,21.0,Medium,2025-12-17 18:20:27,MAPMYINDIA,MAPMYINDIA.NS
SYRMA.NS,Syrma SGS Technology Limited,Others,138235461632,Small Cap,717.45,-0.159,40.86,41.22,719.0,723.5,710.3,717.45,689065,-18.12,-11.46,40.48,18.31,87.37,21.0,Medium,2025-12-17 18:20:28,SYRMA,SYRMA.NS
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Others,223297601536,Small Cap,772.85,0.223,20.94,24.19,774.0,777.1,756.45,772.85,706976,4.57,-5.68,8.0,-4.13,128.27,312.0,Medium,2025-12-17 18:20:28,ABSLAMC,ABSLAMC.NS
SUNDRMFAST.NS,Sundram Fasteners Limited,Others,197342068736,Small Cap,939.15,0.018,24.84,23.65,935.1,944.8,935.1,939.15,13073,-2.18,-10.65,-4.8,-17.58,-15.92,80.0,Low,2025-12-17 18:20:29,SUNDRMFAST,SUNDRMFAST.NS
RRKABEL.NS,R R Kabel Limited,Others,161661009920,Small Cap,1429.5,1.623,23.27,25.95,1436.0,1438.3,1414.0,1429.5,87727,5.05,16.04,8.17,-0.48,-15.26,56.0,Medium,2025-12-17 18:20:30,RRKABEL,RRKABEL.NS
SYNGENE.NS,Syngene International Limited,Pharma,259959504896,Mid Cap,646.5,0.005,23.94,23.86,642.0,652.95,642.0,646.5,888872,1.84,-1.74,3.27,-24.59,-9.79,19.0,Low,2025-12-17 18:20:31,SYNGENE,SYNGENE.NS
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Energy,136142479360,Small Cap,913.95,0.24,49.83,48.74,920.0,923.0,904.2,913.95,649732,-13.81,22.7,51.37,54.99,171.52,55.0,High,2025-12-17 18:20:31,CHENNPETRO,CHENNPETRO.NS
DALBHARAT.NS,Dalmia Bharat Limited,Cement,389060657152,Mid Cap,2073.9,0.084,18.93,17.53,2066.5,2079.4,2044.4,2073.9,142267,2.6,-16.09,1.65,8.39,-1.54,44.0,Medium,2025-12-17 18:20:33,DALBHARAT,DALBHARAT.NS
TIMKEN.NS,Timken India Limited,Others,231606009856,Small Cap,3079.1,0.295,17.69,19.04,3070.0,3132.0,3039.8,3079.1,27987,-0.16,0.93,-2.76,-2.03,-7.07,117.0,Medium,2025-12-17 18:20:33,TIMKEN,TIMKEN.NS
GSPL.NS,Gujarat State Petronet Limited,Energy,158668750848,Small Cap,280.5,0.441,19.96,21.04,281.7,283.95,280.0,280.5,456996,-5.84,-10.97,-9.34,-25.46,-2.96,177.0,Medium,2025-12-17 18:20:34,GSPL,GSPL.NS
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Pharma,225485357056,Small Cap,9007.0,0.18,18.28,21.49,8986.0,9078.0,8984.5,9007.0,1534,-1.22,-1.43,-7.16,36.43,160.01,35.0,Medium,2025-12-17 18:20:35,ASTRAZEN,ASTRAZEN.NS
LINDEINDIA.NS,Linde India Limited,Others,512003833856,Mid Cap,6003.5,-0.164,27.95,20.15,6054.0,6065.0,5930.0,6003.5,20562,-1.2,-6.86,-10.66,-10.31,50.69,7.0,Medium,2025-12-17 18:20:36,LINDEINDIA,LINDEINDIA.NS
PVRINOX.NS,PVR INOX Limited,Media,104719933440,Small Cap,1065.8,0.289,26.87,27.91,1080.0,1080.4,1059.5,1065.8,300062,-4.39,-6.11,11.9,-26.76,-26.44,0.0,Low,2025-12-17 18:20:36,PVRINOX,PVRINOX.NS
THERMAX.NS,Thermax Limited,Others,324729143296,Mid Cap,2882.7,0.087,21.7,20.85,2883.1,2889.4,2863.1,2882.7,59916,-1.34,-13.43,-18.14,-40.99,22.52,49.0,Medium,2025-12-17 18:20:37,THERMAX,THERMAX.NS
CAMPUS.NS,Campus Activewear Limited,Retail,79942008832,Small Cap,261.65,-0.273,24.29,21.84,260.8,263.0,260.1,261.65,98103,-0.61,-7.64,-5.47,-12.31,-16.75,23.0,Medium,2025-12-17 18:20:38,CAMPUS,CAMPUS.NS
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Chemicals,388572413952,Mid Cap,3537.3,-0.509,31.14,28.82,3509.9,3600.9,3471.0,3537.3,38156,0.7,-4.67,2.71,-19.17,7.38,9.0,Medium,2025-12-17 18:20:38,FLUOROCHEM,FLUOROCHEM.NS
SARDAEN.NS,Sarda Energy & Minerals Limited,Others,178234441728,Small Cap,505.8,0.481,31.34,35.9,509.0,509.0,498.25,505.8,271084,0.37,-11.04,15.2,5.2,333.53,30.0,Medium,2025-12-17 18:20:39,SARDAEN,SARDAEN.NS
BIKAJI.NS,Bikaji Foods International Limited,FMCG,186027491328,Small Cap,742.35,0.473,18.85,23.26,744.0,748.05,738.0,742.35,110931,3.13,-4.46,4.8,-8.08,95.11,13.0,Medium,2025-12-17 18:20:40,BIKAJI,BIKAJI.NS
METROPOLIS.NS,Metropolis Healthcare Limited,Pharma,98030116864,Small Cap,1890.6,-0.088,14.64,23.44,1906.1,1913.8,1885.0,1890.6,28389,-2.66,-7.6,11.44,-14.81,45.3,21.0,Medium,2025-12-17 18:20:40,METROPOLIS,METROPOLIS.NS
CRAFTSMAN.NS,Craftsman Automation Limited,Others,167335002112,Small Cap,7014.5,0.148,30.38,28.44,7050.5,7065.0,6936.5,7014.5,14534,3.51,3.57,35.24,39.55,84.79,7.0,Medium,2025-12-17 18:20:41,CRAFTSMAN,CRAFTSMAN.NS
BLUEDART.NS,Blue Dart Express Limited,Logistics,126600388608,Small Cap,5335.5,0.109,13.36,36.17,5383.5,5383.5,5311.5,5335.5,10974,-10.13,-7.17,-13.97,-31.56,-13.05,46.0,Medium,2025-12-17 18:20:42,BLUEDART,BLUEDART.NS
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Chemicals,80787021824,Small Cap,1579.6,0.339,14.52,19.28,1598.0,1599.4,1572.0,1579.6,28171,-10.85,-24.56,-18.01,-19.72,-35.2,63.0,Medium,2025-12-17 18:20:42,ALKYLAMINE,ALKYLAMINE.NS
ABBOTINDIA.NS,Abbott India Limited,Pharma,587118215168,Mid Cap,27630.0,0.032,18.08,17.3,27950.0,27960.0,27540.0,27630.0,2848,-6.43,-10.55,-9.72,-0.84,31.41,171.0,Low,2025-12-17 18:20:43,ABBOTINDIA,ABBOTINDIA.NS
ECLERX.NS,eClerx Services Limited,IT,209249550336,Small Cap,4458.4,0.621,42.83,43.13,4512.0,4640.2,4423.0,4458.4,142514,0.75,1.12,28.42,16.33,176.77,2.0,Medium,2025-12-17 18:20:44,ECLERX,ECLERX.NS
MSUMI.NS,Motherson Sumi Wiring India Limited,Automobile,299419566080,Mid Cap,45.15,-0.114,22.33,28.84,45.51,46.45,44.99,45.15,4076373,-7.18,-6.87,15.09,9.74,20.52,242.0,Low,2025-12-17 18:20:45,MSUMI,MSUMI.NS
3MINDIA.NS,3M India Limited,Others,395741921280,Mid Cap,35130.0,-0.085,14.92,32.89,35205.0,35865.0,35010.0,35130.0,2459,-2.34,15.65,23.75,13.46,39.0,45.0,Medium,2025-12-17 18:20:45,3MINDIA,3MINDIA.NS
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Automobile,160229474304,Small Cap,14012.0,-0.221,31.89,29.78,14120.0,14141.0,13822.0,14012.0,3443,-4.75,-21.53,-0.14,50.14,176.35,135.0,Medium,2025-12-17 18:20:46,MAHSCOOTER,MAHSCOOTER.NS
GRAVITA.NS,Gravita India Limited,IT,133683339264,Small Cap,1835.5,0.367,31.17,32.27,1845.4,1861.1,1822.2,1835.5,119268,7.82,9.28,11.24,-17.52,201.56,63.0,Medium,2025-12-17 18:20:47,GRAVITA,GRAVITA.NS
SAPPHIRE.NS,Sapphire Foods India Limited,Others,73355649024,Small Cap,228.25,-0.091,30.26,29.93,229.61,232.0,225.1,228.25,178331,-13.26,-28.97,-30.0,-26.91,-20.65,0.0,Medium,2025-12-17 18:20:48,SAPPHIRE,SAPPHIRE.NS
RAILTEL.NS,RailTel Corporation of India Limited,Telecom,105608978432,Small Cap,328.9,0.5,29.6,31.08,339.0,339.0,324.6,328.9,1093186,-6.18,-17.05,-18.86,-24.95,186.03,116.0,Medium,2025-12-17 18:20:48,RAILTEL,RAILTEL.NS
UBL.NS,United Breweries Limited,FMCG,426141777920,Mid Cap,1611.7,0.206,13.51,15.04,1624.5,1624.6,1603.5,1611.7,65355,-7.8,-10.43,-17.07,-18.96,12.92,62.0,Low,2025-12-17 18:20:49,UBL,UBL.NS
UCOBANK.NS,UCO Bank,Banking,357369184256,Mid Cap,28.49,0.696,20.8,22.79,28.66,28.92,28.42,28.49,4284731,-10.55,-6.07,-4.94,-38.67,5.33,136.0,Medium,2025-12-17 18:20:50,UCOBANK,UCOBANK.NS
JKTYRE.NS,JK Tyre & Industries Limited,Automobile,127365652480,Small Cap,464.65,0.448,26.45,29.47,468.5,473.8,462.0,464.65,365288,4.04,24.07,32.59,14.31,155.84,64.0,Medium,2025-12-17 18:20:50,JKTYRE,JKTYRE.NS
PTCIL.NS,PTC Industries Limited,Others,261425070080,Mid Cap,17437.0,0.067,23.18,30.42,17520.0,17602.0,17238.0,17437.0,11738,1.2,12.37,21.07,49.65,188.38,0.0,Medium,2025-12-17 18:20:54,PTCIL,PTCIL.NS
BALRAMCHIN.NS,Balrampur Chini Mills Limited,FMCG,88918769664,Small Cap,440.3,0.533,37.97,32.51,442.1,445.5,439.5,440.3,128864,-4.84,-14.07,-24.7,-24.61,14.61,158.0,Medium,2025-12-17 18:20:55,BALRAMCHIN,BALRAMCHIN.NS
TATAINVEST.NS,Tata Investment Corporation Limited,Others,359050936320,Mid Cap,709.05,0.044,23.23,57.14,712.8,716.15,704.0,709.05,293816,-6.99,-5.49,10.38,4.24,225.45,38.0,Medium,2025-12-17 18:20:55,TATAINVEST,TATAINVEST.NS
HONAUT.NS,Honeywell Automation India Limited,Others,299197136896,Mid Cap,33840.0,0.324,24.9,20.62,34010.0,34010.0,33500.0,33840.0,1829,-2.74,-10.0,-9.87,-16.98,-17.4,31.0,Medium,2025-12-17 18:20:56,HONAUT,HONAUT.NS
MINDACORP.NS,Minda Corporation Limited,Others,140286869504,Small Cap,596.05,0.469,22.77,29.05,597.85,617.0,593.0,596.05,738610,-1.53,12.16,16.92,14.04,101.44,23.0,Medium,2025-12-17 18:20:57,MINDACORP,MINDACORP.NS
CENTRALBK.NS,Central Bank of India,Banking,325397872640,Mid Cap,35.95,0.348,21.82,23.38,36.19,36.38,35.75,35.95,5107293,-8.83,-4.07,-0.41,-37.07,32.01,163.0,Medium,2025-12-17 18:20:58,CENTRALBK,CENTRALBK.NS
AWL.NS,AWL Agri Business Limited,FMCG,312746049536,Mid Cap,241.45,-0.315,20.06,23.71,243.05,243.75,240.15,241.45,854593,-12.45,-6.99,-6.0,-21.02,-44.82,0.0,High,2025-12-17 18:20:58,AWL,AWL.NS
CLEAN.NS,Clean Science and Technology Limited,Chemicals,94724243456,Small Cap,891.3,-0.009,24.25,26.27,899.75,904.35,885.55,891.3,114860,-3.11,-25.4,-36.93,-37.76,-36.11,67.0,Medium,2025-12-17 18:20:59,CLEAN,CLEAN.NS
DOMS.NS,DOMS Industries Limited,Consumer Durables,153607094272,Small Cap,2530.4,1.0,25.93,30.83,2536.0,2570.0,2521.9,2530.4,14310,-1.07,-2.55,5.44,-13.02,69.04,12.0,Medium,2025-12-17 18:20:59,DOMS,DOMS.NS
GRAPHITE.NS,Graphite India Limited,IT,104096120832,Small Cap,532.8,1.067,36.51,31.31,537.05,537.45,531.0,532.8,172387,-6.29,-5.77,0.92,-3.44,50.62,205.0,Medium,2025-12-17 18:21:00,GRAPHITE,GRAPHITE.NS
